rxn_id,C,D,CT,DT
R_ACNAMPH,0.0,0.0,0.0,0.0
R_ACNMLr,0.0,0.0,0.0,0.0
R_ACOAD10m,0.0,0.0,0.0,0.0
R_ACOAD1fm,0.0,0.0,0.0,0.0
R_ACOAD8m,0.0,0.0,0.0,0.0
R_ACOAD9m,0.0,0.0,0.0,0.0
R_ACOAHi,0.0,0.0,0.0,0.0
R_ACOAO7p,0.0,0.0,0.0,0.0
R_ACOATA,0.0,0.0,0.0,0.0
R_ACODA,0.0,0.0,0.0,0.0
R_ACONT,0.0,-6.4180009073564719,-3.1465431409136775,0.0
R_ACONTm,7.9389671009772105,9.2479529260167723,8.6505763058977809,8.7343288417170637
R_ACOX22x,0.0,0.0,0.0,0.0
R_ACOX2x,0.0,0.0,0.0,0.0
R_ACP1_FMN_,0.0,0.0,0.0,0.0
R_ACS,0.0,0.0,0.0,0.0
R_ACS2,0.0,0.0,0.0,0.0
R_ACSm,0.0,0.0,0.0,0.0
R_ACSOMT,0.0,0.0,0.0,0.0
R_ACSRTNMT,0.0,0.0,0.0,0.0
R_ACTLMO,0.0,0.0,0.0,0.0
R_ACTNMO,0.0,0.0,0.0,0.0
R_ACYP,0.0,0.0,0.0,0.0
R_ADA,0.0,0.0,0.0,0.0
R_ADAe,0.0,0.0,0.0,0.0
R_ADCim,0.0,0.0,0.0,0.0
R_ADK1,-3.6691999999999965,1.7451806228016964,-3.661099999946356,-1.6657000395308041
R_ADK1m,10.726699999999999,-11.270999980328964,11.034900000011831,11.146700000000006
R_ADK3,3.6692,-1.7451804767620067,3.6611000000000078,1.6657002011211168
R_ADK3m,-10.726699999999999,11.270999960658198,-11.034900000000007,-11.146700000000006
R_ADKd,0.0,1.9787821892042912,0.0,-2.0049997988788832
R_ADMDC,0.0,0.0,0.0,0.0
R_ADNCYC,0.0,0.0,0.0,0.0
R_ADNK1,0.0,0.0,0.0,0.0
R_ADNK1m,0.0,0.0,0.0,0.0
R_ADPGLC,0.0,0.0,0.0,0.0
R_ADPMAN,0.0,0.0,0.0,0.0
R_ADPRDP,0.0,0.0,0.0,0.0
R_ADPRDPm,0.0,0.0,0.0,0.0
R_ADPT,0.0,0.0,0.0,0.0
R_ADRNCPT1,0.0,0.0,0.0,0.0
R_ADRNCPT2,0.0,0.0,0.0,0.0
R_ADSELK,0.0,0.0,0.0,0.0
R_ADSK,0.0,0.0,0.0,0.0
R_ADSL1,0.0,0.0,0.0,0.0
R_ADSL2,0.0,0.0,0.0,0.0
R_ADSS,0.0,0.0,0.0,0.0
R_AG13T10g,0.0,0.0,0.0,0.0
R_AG13T11g,0.0,0.0,0.0,0.0
R_AG13T12g,0.0,0.0,0.0,0.0
R_AG13T13g,0.0,0.0,0.0,0.0
R_AG13T14g,0.0,0.0,0.0,0.0
R_AG13T15g,0.0,0.0,0.0,0.0
R_AG13T16g,0.0,0.0,0.0,0.0
R_AG13T17g,0.0,0.0,0.0,0.0
R_AG13T18g,0.0,0.0,0.0,0.0
R_AG13T1g,0.0,0.0,0.0,0.0
R_AG13T2g,0.0,0.0,0.0,0.0
R_AG13T3g,0.0,0.0,0.0,0.0
R_AG13T4g,0.0,0.0,0.0,0.0
R_AG13T5g,0.0,0.0,0.0,0.0
R_AG13T6g,0.0,0.0,0.0,0.0
R_AG13T7g,0.0,0.0,0.0,0.0
R_AG13T8g,0.0,0.0,0.0,0.0
R_AG13T9g,0.0,0.0,0.0,0.0
R_AGDC,0.0,0.0,0.0,0.0
R_AGLPC,0.0,0.0,0.0,0.0
R_AGLPED,0.0,0.0,0.0,0.0
R_AGLPET,0.0,0.0,0.0,0.0
R_AGLPH,0.0,0.0,0.0,0.0
R_AGLPR,0.0,0.0,0.0,0.0
R_AGLPT,0.0,0.0,0.0,0.0
R_AGMTm,0.0,0.0,0.0,0.0
R_AGPAT1,0.0,0.0,0.0,0.0
R_AGPRim,0.0,0.0,0.0,0.0
R_AGTim,0.0,0.0,0.0,2.8264668373185842
R_AGTix,0.0,0.0,0.0,0.0
R_AHC,0.0,0.0,0.0,0.0
R_AHEXASE2ly,0.0,0.0,0.0,0.0
R_AHEXASEly,0.0,0.0,0.0,0.0
R_AICART,0.0,0.0,0.0,0.0
R_AKGDm,0.0,0.0,0.0,0.0
R_AKR1C1,0.0,0.0,0.0,0.0
R_AKR1C41,0.0,0.0,0.0,0.0
R_AKR1C42,0.0,1.4512007944812622,0.0,0.0
R_AKR1D,0.0,0.0,0.0,0.0
R_AKR1D2,0.0,0.0,0.0,0.0
R_ALAR,0.0,0.0,0.0,0.0
R_ALASm,8.8690499999999997,9.1660499999999985,8.9522500000000029,8.6675000000000022
R_ALATA_L,10.883650488599351,5.8315003278997226,6.077599697294537,8.9169330044369151
R_ALCD1,0.0,-7.023928643275986,0.0,0.0
R_ALCD21_L,9.0681499999999993,9.5778499999999998,9.8304000000000009,9.1845999999999997
R_ALCD22_L,9.0681499999999993,9.5778499999999998,2.1161999995125109,9.1845999999999997
R_ALCD2if,0.0,0.0,0.0,0.0
R_ALCD2yf,0.0,0.0,0.0,0.0
R_ALDD20x,0.0,0.0,0.0,0.0
R_ALDD20xm,0.0,0.0,0.0,0.0
R_ALDD21,0.0,0.0,0.0,0.0
R_ALDD2x,0.0,0.0,0.0,0.0
R_ALDD2xm,0.0,0.0,0.0,1.6204836206144462
R_ALDD2y,0.0,0.0,0.0,0.0
R_ALKP,0.0,0.0,0.0,0.0
R_ALOX12,0.0,0.0,0.0,0.0
R_ALOX12R,0.0,0.0,0.0,0.0
R_ALOX15,0.0,0.0,0.0,0.0
R_ALOX5,0.0,0.0,0.0,0.0
R_ALOX52,0.0,0.0,0.0,0.0
R_ALR2,9.0681499999999993,9.5778499999999998,9.8304000000000009,9.1845999999999997
R_ALR3,9.0681499999999993,9.5778499999999998,9.8304000000000009,9.1845999999999997
R_AMACR2p,3.5798045602606954,6.7541500000000001,0.20575013236776296,0.0
R_AMACR2r,0.0,0.0,0.0,0.0
R_AMACRp,0.0,0.0,0.0,0.0
R_AMACRr,0.0,0.0,0.0,0.0
R_AMANK,0.0,0.0,0.0,0.0
R_AMCOXO,0.0,0.0,0.0,0.0
R_AMPDA,0.0,0.0,0.0,0.0
R_AMPTASECG,0.0,0.0,0.0,0.0
R_AMPTASECGe,0.0,0.0,0.0,0.0
R_AMY1e,0.0,0.0,0.0,0.0
R_AMY2e,0.0,0.0,0.0,0.0
R_AOBUTDsm,0.0,0.0,0.0,0.0
R_AP4AH1,0.0,0.0,0.0,0.0
R_APAT2rm,1.0000000000000036,0.0,1.0000000102809281,2.5830426145108607
R_APOCF,0.0,0.0,0.0,0.0
R_APOCFm,0.0,0.0,0.0,0.0
R_APOC_LYS_BTNP,0.0,0.0,0.0,0.0
R_APOC_LYS_BTNPm,0.0,0.0,0.0,0.0
R_APRTO2,0.0,0.0,0.0,0.0
R_ARABR,0.0,0.0,0.0,0.0
R_ARACHCPT1,0.0,0.0,0.0,0.0
R_ARACHCPT2,0.0,0.0,0.0,0.0
R_ARGDCm,0.0,0.0,0.0,0.0
R_ARGN,0.0,0.0,0.0,0.0
R_ARGNm,0.0,0.0,0.0,0.0
R_ARGSL,0.0,0.0,0.0,0.0
R_ARGSS,0.0,0.0,0.0,0.0
R_ARSA,0.0,0.0,0.0,0.0
R_ARTCOAL1,0.0,0.0,0.0,0.0
R_R_group_phosphotase_1,0.0,0.0,0.0,0.0
R_ARTFR207,0.0,0.0,0.0,0.0
R_ARTFR31,0.0,0.0,0.0,0.0
R_ARTFR51,0.0,0.0,0.0,0.0
R_ARTPLM1,0.0,0.0,0.0,0.0
R_ARTPLM1m,0.0,0.0,0.0,0.0
R_ASAH1,0.0,0.0,0.0,0.0
R_ASCBOX,0.0,0.0,0.0,0.0
R_ASNNm,0.0,0.0,0.0,0.0
R_ASNS1,0.0,0.0,0.0,0.0
R_ASP1DC,1.0000000000000036,0.0,1.000000010286386,2.5830426145163186
R_ASPCTr,0.0,0.0,0.0,0.0
R_ASPNATm,0.0,0.0,0.0,0.0
R_ASPTA,-0.1596091205212673,0.0,6.5884999897127923,4.2029573854836837
R_ASPTAm,-0.84039087947873625,0.0,-7.5884999999991773,-6.7859999999999996
R_ATPH1e,0.0,0.0,0.0,0.0
R_ATPH2e,0.0,0.0,0.0,0.0
R_B_MANNASEly,0.0,0.0,0.0,0.0
R_B3GALT3g,0.0,0.0,0.0,0.0
R_B3GALT41g,0.0,0.0,0.0,0.0
R_B3GALT42g,0.0,0.0,0.0,0.0
R_B3GALT43g,0.0,0.0,0.0,0.0
R_B3GALT44g,0.0,0.0,0.0,0.0
R_B3GALT5g,0.0,0.0,0.0,0.0
R_B3GALTg,0.0,0.0,0.0,0.0
R_B3GNT11g,0.0,0.0,0.0,0.0
R_B3GNT12g,0.0,0.0,0.0,0.0
R_B3GNT310g,0.0,0.0,0.0,0.0
R_B3GNT311g,0.0,0.0,0.0,0.0
R_B3GNT312g,0.0,0.0,0.0,0.0
R_B3GNT313g,0.0,0.0,0.0,0.0
R_B3GNT314g,0.0,0.0,0.0,0.0
R_B3GNT315g,0.0,0.0,0.0,0.0
R_B3GNT31g,0.0,0.0,0.0,0.0
R_B3GNT32g,0.0,0.0,0.0,0.0
R_B3GNT33g,0.0,0.0,0.0,0.0
R_B3GNT34g,0.0,0.0,0.0,0.0
R_B3GNT35g,0.0,0.0,0.0,0.0
R_B3GNT36g,0.0,0.0,0.0,0.0
R_B3GNT37g,0.0,0.0,0.0,0.0
R_B3GNT39g,0.0,0.0,0.0,0.0
R_B3GNT51g,0.0,0.0,0.0,0.0
R_BAAT1x,0.0,0.0,0.0,0.0
R_BAAT2x,0.0,0.0,0.0,6.7104999999999997
R_BAAT3x,3.5798045602606972,6.7541500000000001,0.20575013236776296,0.0
R_BAAT4x,0.0,0.0,0.0,0.0
R_BACCL,0.0,0.0,0.0,0.0
R_BACCLm,0.0,0.0,0.0,0.0
R_BAMPPALDOX,0.0,0.0,0.0,0.0
R_BAMPPALDOXm,0.0,0.0,0.0,0.0
R_BBHOX,0.0,0.0,0.0,0.0
R_BCDO,0.0,0.0,0.0,0.0
R_BDG2HCGHD,0.0,0.0,0.0,0.0
R_BDHm,0.0,0.0,0.0,0.0
R_BDMT_L,0.0,0.0,0.0,0.0
R_BETALDHxm,0.0,0.0,0.0,0.0
R_BHMT,0.0,0.0,0.0,0.0
R_BILIRED,0.0,0.0,0.0,0.0
R_BMTer_L,0.0,0.0,0.0,0.0
R_BPNT,0.0,0.0,0.0,0.0
R_BPNT2,0.0,0.0,0.0,0.0
R_BTND1,0.0,0.0,0.0,0.0
R_BTND1n,0.0,0.0,0.0,0.0
R_BTNDe,0.0,0.0,0.0,0.0
R_BTNDm,0.0,0.0,0.0,0.0
R_BTNPL,0.0,0.0,0.0,0.0
R_BTNPLm,0.0,0.0,0.0,0.0
R_BUP2,0.0,0.0,0.0,0.0
R_C14STRr,0.0,0.0,0.0,0.0
R_C160CPT1,0.0,0.0,0.0,0.0
R_C160CPT2,0.0,0.0,0.0,0.0
R_C161CPT1,0.0,0.0,0.0,0.0
R_C161CPT12,0.0,0.0,0.0,0.0
R_C161CPT2,0.0,0.0,0.0,0.0
R_C161CPT22,0.0,0.0,0.0,0.0
R_C180CPT1,0.0,0.0,0.0,0.0
R_C180CPT2,0.0,0.0,0.0,0.0
R_C181CPT1,0.0,0.0,0.0,0.0
R_C181CPT2,0.0,0.0,0.0,0.0
R_C204CPT1,0.0,0.0,0.0,0.0
R_C204CPT2,0.0,0.0,0.0,0.0
R_C226CPT1,0.0,0.0,0.0,0.0
R_C226CPT2,0.0,0.0,0.0,0.0
R_C2M26DCOAHLm,0.0,0.0,0.0,0.0
R_C2M26DCOAHLx,0.0,0.0,0.0,0.0
R_C3STDH1Pr,0.0,0.0,0.0,0.0
R_C3STDH1r,0.0,0.0,0.0,0.0
R_C3STKR2r,0.0,0.0,0.0,0.0
R_C4STMO1r,0.0,0.0,0.0,0.0
R_C4STMO2Pr,0.0,0.0,0.0,0.0
R_C4STMO2r,0.0,0.0,0.0,0.0
R_CAT2p,0.0,0.0,0.0,0.0
R_CATm,1.0114006514658109,4.2750301917613633,2.2707598765141426,6.5043500271448265
R_CATp,0.0,5.9024522810956412,0.0,4.8177002557732802
R_CBL2OR,0.0,0.0,0.0,0.0
R_CBLATm,0.0,0.0,0.0,0.0
R_CBPPer,0.0,0.0,0.0,0.0
R_CBPS,0.0,0.0,0.0,0.0
R_CBPSam,0.0,0.0,0.0,0.0
R_CBR1,0.0,0.0,0.0,0.0
R_CBR2,0.0,0.0,0.0,0.0
R_CDIPTr,0.0,0.0,0.0,0.0
R_CDS,0.0,0.0,0.0,0.0
R_CDSm,0.0,0.0,0.0,0.0
R_CEPTC,0.0,0.0,0.0,0.0
R_CEPTE,0.0,0.0,0.0,0.0
R_CERK,0.0,0.0,0.0,0.0
R_CH25H,0.0,0.0,0.0,0.0
R_CHAT,-2.2126000000000001,2.2323,-2.3443999999999998,-2.1956500000000001
R_CHATn,2.2126000000000001,-2.2323,2.3443999999999998,2.1956500000000001
R_CHLP,0.0,0.0,0.0,0.0
R_CHLPCTD,0.0,0.0,0.0,0.0
R_CHOLD2m,0.0,0.0,0.0,0.0
R_CHOLK,0.0,0.0,0.0,0.0
R_CHSTEROLSULT,0.0,0.0,0.0,0.0
R_CHTNASE,0.0,0.0,0.0,0.0
R_CHTNASEe,0.0,0.0,0.0,0.0
R_CITL,0.0,0.0,0.0,0.0
R_CITMCOAHm,0.0,0.0,0.0,0.0
R_CITMCOALm,0.0,0.0,0.0,0.0
R_CK,0.0,0.0,0.0,0.0
R_CKc,0.0,0.0,0.0,0.0
R_CLPNDCPT1,0.0,0.0,0.0,0.0
R_CLPNDCPT2,0.0,0.0,0.0,0.0
R_CLS_hs,0.0,0.0,0.0,0.0
R_CMPSAS,0.0,5.6320499999999996,0.0,0.0
R_CMPSASn,0.0,0.0,0.0,5.4929999999966412
R_COKECBESr,0.0,0.0,0.0,0.0
R_COQ3m,0.0,0.0,0.0,0.0
R_COQ5m,0.0,0.0,0.0,0.0
R_COQ6m,0.0,0.0,0.0,0.0
R_COQ7m,0.0,0.0,0.0,0.0
R_CORE2GTg,0.0,0.0,0.0,0.0
R_CORE3GTg,0.0,0.0,0.0,0.0
R_CORE4GTg,0.0,0.0,0.0,0.0
R_CORE5GTg,0.0,0.0,0.0,0.0
R_CORE6GTg,0.0,0.0,0.0,0.0
R_CORE7GTg,0.0,0.0,0.0,0.0
R_CORE8GTg,0.0,0.0,0.0,0.0
R_COUCOAFm,0.0,0.0,0.0,0.0
R_CPCTDTX,0.0,0.0,0.0,0.0
R_CPPPGO,0.0,0.0,0.0,0.0
R_CRTNsyn,0.0,0.0,0.0,0.0
R_CSAPASEly,0.0,0.0,0.0,0.0
R_CSBPASEly,0.0,0.0,0.0,0.0
R_CSCPASEly,0.0,0.0,0.0,0.0
R_CSDPASEly,0.0,0.0,0.0,0.0
R_CSEPASEly,0.0,0.0,0.0,0.0
R_CSm,1.5114006514658169,0.090078935346920172,1.0293928883898333,2.583043262575595
R_CSNAT2m,0.0,0.0,0.0,0.0
R_CSNAT2x,-8.4373663409337585,-14.62948752260686,6.2561999496354845,-6.1667999463364342
R_CSNAT3x,0.0,0.0,0.0,0.0
R_CSNATer,4.3084247557003241,5.223450184651158e-06,0.16664994947996625,-1.1286708879902159
R_CSNATm,0.37785016286645079,0.43740220400830132,0.97960005046728327,2.4055527323098174
R_CSNATp,0.37785016286645079,0.43740220400011676,0.97960005046819365,2.4055527593991655
R_CSNATr,-4.3084247557003241,-5.2234420000870205e-06,-0.16664994948087664,1.1286708609008675
R_CSND,0.0,0.0,0.0,0.0
R_CTPS1,0.0,0.0,0.0,0.0
R_CTPS2,0.0,0.0,0.0,0.0
R_CYSGLTH,7.2226999999999997,-15.731673461453816,-7.5025997474553323,7.1492000000000129
R_CYSLYSL,0.0,0.0,0.0,0.0
R_CYSO,0.0,0.0,0.0,0.0
R_CYSTA,0.0,0.0,0.0,0.0
R_CYSTAm,0.0,0.0,0.0,0.0
R_CYSTGL,0.0,0.0,0.0,0.0
R_CYSTS,0.0,0.0,0.0,0.0
R_CYTD,0.0,0.0,0.0,0.0
R_CYTDK1,0.0,0.0,7.251500000029103,2.1662581896900446
R_CYTDK2m,0.0,0.0,0.0,0.0
R_CYTDn,0.0,0.0,0.0,0.0
R_CYTK1,0.0,0.0,-4.0567499993819496,0.0
R_CYTK10,0.0,0.0,5.9829000000241033,0.0
R_CYTK10n,0.0,0.0,0.0,0.0
R_CYTK11,2.3884999999999987,0.0017373270092688228,0.0,5.4354580886949666
R_CYTK11n,0.0,0.0,0.0,0.0
R_CYTK12,0.0,0.0,0.0,0.0
R_CYTK12n,0.0,0.0,0.0,0.0
R_CYTK13,-2.3884999999999987,0.0,0.0,-0.70133382163777913
R_CYTK13n,0.0,0.0,0.0,0.0
R_CYTK14,0.0,0.0,0.0,0.0
R_CYTK14n,0.0,0.0,0.0,0.0
R_CYTK1m,0.0,0.0,0.0,0.0
R_CYTK1n,0.0,0.0,0.0,0.0
R_CYTK2,0.0,0.0,0.0,-4.7341242670571875
R_CYTK2n,0.0,0.0,0.0,0.0
R_CYTK3,0.0,0.0,0.0,0.0
R_CYTK3n,0.0,0.0,0.0,0.0
R_CYTK4,0.0,-0.0017373314670355415,0.0,0.0
R_CYTK4n,0.0,0.0,0.0,0.0
R_CYTK5,0.0,0.0,0.0,0.0
R_CYTK5n,0.0,0.0,0.0,0.0
R_CYTK6,0.0,0.0,0.0,0.0
R_CYTK6n,0.0,0.0,0.0,0.0
R_CYTK7,0.0,0.0,0.0,0.0
R_CYTK7n,0.0,0.0,0.0,0.0
R_CYTK8,0.0,0.0,-1.9261500006421537,0.0
R_CYTK8n,0.0,0.0,0.0,0.0
R_CYTK9,0.0,0.0,0.0,0.0
R_CYTK9n,0.0,0.0,0.0,0.0
R_D3AIBTm,7.4334993485341876,9.4426203120551246,10.554,-7.6366331626814166
R_DADA,0.0,0.0,0.0,0.0
R_DADAe,0.0,0.0,0.0,0.0
R_DADNK,0.0,0.0,0.0,0.0
R_DAGK_hs,0.0,0.0,0.0,0.0
R_DAGKn_hs,0.0,0.0,0.0,0.0
R_DALAOXx,0.0,0.0,0.0,0.0
R_DARGOp,0.0,0.0,0.0,0.0
R_DASCBH,0.0,0.0,0.0,0.0
R_DASCBR,0.0,5.8964908410388315,0.0,6.1989997978997931
R_DASPO1p,0.0,0.0,0.0,0.0
R_DCIm,0.0,0.0,0.0,0.0
R_DCK1m,0.0,0.0,0.0,0.0
R_DCK1n,1.7464500000000001,-1.7839499999999999,-1.8808499999999999,1.8471
R_DCK2n,-1.7464500000000001,1.7839499999999999,1.8808499999999999,-1.8471
R_DCMPDA,0.0,0.0,0.0,0.0
R_DCSPTN1CPT1,0.0,0.0,0.0,0.0
R_DCSPTN1CPT2,0.0,0.0,0.0,0.0
R_DCT,0.0,0.0,0.0,0.0
R_DCYTD,0.0,0.0,0.0,0.0
R_DCYTDn,0.0,0.0,0.0,0.0
R_DDPGAm,0.0,0.0,0.0,0.0
R_DEDOLP1_L,0.0,0.0,0.0,0.0
R_DEDOLP2_L,0.0,0.0,0.0,0.0
R_DEDOLR_L,0.0,0.0,0.0,0.0
R_DESAT16_2,0.0,0.0,0.0,0.0
R_DESAT18_10,0.0,0.0,0.0,0.0
R_DESAT18_3,0.0,0.0,0.0,0.0
R_DESAT18_4,0.0,0.0,0.0,0.0
R_DESAT18_5,0.0,0.0,0.0,0.0
R_DESAT18_6,0.0,0.0,0.0,0.0
R_DESAT18_7,0.0,0.0,0.0,0.0
R_DESAT18_8,0.0,0.0,0.0,0.0
R_DESAT18_9,0.0,0.0,0.0,0.0
R_DESAT20_1,0.0,0.0,0.0,0.0
R_DESAT20_2,0.0,0.0,0.0,0.0
R_DESAT22_1p,0.0,0.0,0.0,0.0
R_DESAT22_2p,0.0,0.0,0.0,0.0
R_DESAT24_1,0.0,0.0,0.0,0.0
R_DGAT,0.0,0.0,0.0,0.0
R_DGK1,0.0,0.0,0.0,-1.938968499821252
R_DGK2m,0.0,0.0,0.0,1.938968499821252
R_DGNSKm,0.0,0.0,0.0,1.938968499821252
R_DGULND,0.0,0.0,0.0,0.0
R_DHAPA,0.0,0.0,0.0,0.0
R_DHAPAx,0.0,0.0,0.0,0.0
R_DHCR241r,0.81010000000000026,0.0,0.0,0.0
R_DHCR242r,9.7613000000000003,0.0,11.318700000000009,0.0
R_DHCR243r,0.0,0.0,0.0,0.0
R_DHCR71r,0.0,0.0,0.0,0.0
R_DHCR72r,0.0,0.0,0.0,0.0
R_DHCRD1,0.0,0.0,0.0,0.0
R_DHCRD2,0.0,0.0,0.0,0.0
R_DHDPBMTm,0.0,0.0,0.0,0.0
R_DHEASULT,0.0,0.0,0.0,0.0
R_DHFR,0.0,-1.4565199176281833,-4.3742000002282824,-4.2817999999999996
R_DHORTS,0.0,0.0,0.0,0.0
R_DHPM1,0.0,0.0,0.0,0.0
R_DHPM2,0.0,0.0,0.0,0.0
R_DHPR,0.0,0.0,0.0,0.0
R_DHPR2,0.0,0.0,0.0,0.0
R_DKMPPD,0.0,0.0,0.0,0.0
R_DLNLCGCPT1,0.0,0.0,0.0,0.0
R_DLNLCGCPT2,0.0,0.0,0.0,0.0
R_DM_atp_c_,15.5,15.499999999999996,15.499999999999996,15.499999999999996
R_DMATT,0.0,0.0,0.0,0.0
R_DMATTx,0.0,0.0,0.0,0.0
R_DMGDHm,0.0,0.0,0.0,0.0
R_DMHPTCRNCPT1,0.0,0.0,0.0,0.0
R_DMHPTCRNCPT2,0.0,0.0,0.0,0.0
R_DMNONCOACRNCPT1,8.4373663409337585,14.629487522610953,-6.2561999496191136,6.1667999463528052
R_DMNONCRNCPT2,0.0,0.0,0.0,0.0
